"","x"
"1885",87.68
"1886",87.7
"1887",87.72
"1888",87.74
"1889",87.76
"1890",87.78
"1891",87.8
"1892",87.82
"1893",87.84
"1894",87.86
"1895",87.88
"1896",87.9
"1897",87.92
"1898",87.94
"1899",87.96
"1900",87.98
"1901",88
"1902",88.02
"1903",88.04
"1904",88.06
"1905",88.08
"1906",88.1
"1907",88.12
"1908",88.14
"1909",88.16
"1910",88.18
"1911",88.2
"1912",88.22
"1913",88.24
"1914",88.26
"1915",88.28
"1916",88.3
"1917",88.32
"1918",88.34
"1919",88.36
"1920",88.38
"1921",88.4
"1922",88.42
"1923",88.44
"1924",88.46
"1925",88.48
"1926",88.5
"1927",88.52
"1928",88.54
"1929",88.56
"1930",88.58
"1931",88.6
"1932",88.62
"1933",88.64
"1934",88.66
"1935",88.68
"1936",88.7
"1937",88.72
"1938",88.74
"1939",88.76
"1940",88.78
"1941",88.8
"1942",88.82
"1943",88.84
"1944",88.86
"1945",88.88
"1946",88.9
"1947",88.92
"1948",88.94
"1949",88.96
"1950",88.98
"1951",89
"1952",89.02
"1953",89.04
"1954",89.06
"1955",89.08
"1956",89.1
"1957",89.12
"1958",89.14
"1959",89.16
"1960",89.18
"1961",89.2
"1962",89.22
"1963",89.24
"1964",89.26
"1965",89.28
"1966",89.3
"1967",89.32
"1968",89.34
"1969",89.36
"1970",89.38
"1971",89.4
"1972",89.42
"1973",89.44
"1974",89.46
"1975",89.48
"1976",89.5
"1977",89.52
"1978",89.54
"1979",89.56
"1980",89.58
"1981",89.6
"1982",89.62
"1983",89.64
"1984",89.66
"1985",89.68
"1986",89.7
"1987",89.72
"1988",89.74
"1989",89.76
"1990",89.78
"1991",89.8
"1992",89.82
"1993",89.84
"1994",89.86
"1995",89.88
"1996",89.9
"1997",89.92
"1998",89.94
"1999",89.96
"2000",89.98
"2001",90
"2002",90.02
"2003",90.04
"2004",90.06
"2005",90.08
"2006",90.1
"2007",90.12
"2008",90.14
"2009",90.16
"2010",90.18
"2011",90.2
"2012",90.22
"2013",90.24
"2014",90.26
"2015",90.28
"2016",90.3
"2017",90.32
"2018",90.34
"2019",90.36
"2020",90.38
"2021",90.4
"2022",90.42
"2023",90.44
"2024",90.46
"2025",90.48
"2026",90.5
"2027",90.52
"2028",90.54
"2029",90.56
"2030",90.58
"2031",90.6
"2032",90.62
"2033",90.64
"2034",90.66
"2035",90.68
"2036",90.7
"2037",90.72
"2038",90.74
"2039",90.76
"2040",90.78
"2041",90.8
"2042",90.82
"2043",90.84
"2044",90.86
"2045",90.88
"2046",90.9
"2047",90.92
"2048",90.94
"2049",90.96
"2050",90.98
"2051",91
"2052",91.02
"2053",91.04
"2054",91.06
"2055",91.08
"2056",91.1
"2057",91.12
"2058",91.14
"2059",91.16
"2060",91.18
"2061",91.2
"2062",91.22
"2063",91.24
"2064",91.26
"2065",91.28
"2066",91.3
"2067",91.32
"2068",91.34
"2069",91.36
"2070",91.38
"2071",91.4
"2072",91.42
"2073",91.44
"2074",91.46
"2075",91.48
"2076",91.5
"2077",91.52
"2078",91.54
"2079",91.56
"2080",91.58
"2081",91.6
"2082",91.62
"2083",91.64
"2084",91.66
"2085",91.68
"2086",91.7
"2087",91.72
"2088",91.74
"2089",91.76
"2090",91.78
"2091",91.8
"2092",91.82
"2093",91.84
"2094",91.86
"2095",91.88
"2096",91.9
"2097",91.92
"2098",91.94
"2099",91.96
"2100",91.98
"2101",92
"2102",92.02
"2103",92.04
"2104",92.06
"2105",92.08
"2106",92.1
"2107",92.12
"2108",92.14
"2109",92.16
"2110",92.18
"2111",92.2
"2112",92.22
"2113",92.24
"2114",92.26
"2115",92.28
"2116",92.3
"2117",92.32
"2118",92.34
"2119",92.36
"2120",92.38
"2121",92.4
"2122",92.42
"2123",92.44
"2124",92.46
"2125",92.48
"2126",92.5
"2127",92.52
"2128",92.54
"2129",92.56
"2130",92.58
"2131",92.6
"2132",92.62
"2133",92.64
"2134",92.66
"2135",92.68
"2136",92.7
"2137",92.72
"2138",92.74
"2139",92.76
"2140",92.78
"2141",92.8
"2142",92.82
"2143",92.84
"2144",92.86
"2145",92.88
"2146",92.9
"2147",92.92
"2148",92.94
"2149",92.96
"2150",92.98
"2151",93
"2152",93.02
"2153",93.04
"2154",93.06
"2155",93.08
"2156",93.1
"2157",93.12
"2158",93.14
"2159",93.16
"2160",93.18
"2161",93.2
"2162",93.22
"2163",93.24
"2164",93.26
"2165",93.28
"2166",93.3
"2167",93.32
"2168",93.34
"2169",93.36
"2170",93.38
"2171",93.4
"2172",93.42
"2173",93.44
"2174",93.46
"2175",93.48
"2176",93.5
"2177",93.52
"2178",93.54
"2179",93.56
"2180",93.58
"2181",93.6
"2182",93.62
"2183",93.64
"2184",93.66
"2185",93.68
"2186",93.7
"2187",93.72
"2188",93.74
"2189",93.76
"2190",93.78
"2191",93.8
"2192",93.82
"2193",93.84
"2194",93.86
"2195",93.88
"2196",93.9
"2197",93.92
"2198",93.94
"2199",93.96
"2200",93.98
"2201",94
"2202",94.02
"2203",94.04
"2204",94.06
"2205",94.08
"2206",94.1
"2207",94.12
"2208",94.14
"2209",94.16
"2210",94.18
"2211",94.2
"2212",94.22
"2213",94.24
"2214",94.26
"2215",94.28
"2216",94.3
"2217",94.32
"2218",94.34
"2219",94.36
"2220",94.38
"2221",94.4
"2222",94.42
"2223",94.44
"2224",94.46
"2225",94.48
"2226",94.5
"2227",94.52
"2228",94.54
"2229",94.56
"2230",94.58
"2231",94.6
"2232",94.62
"2233",94.64
"2234",94.66
"2235",94.68
"2236",94.7
"2237",94.72
"2238",94.74
"2239",94.76
"2240",94.78
"2241",94.8
"2242",94.82
"2243",94.84
"2244",94.86
"2245",94.88
"2246",94.9
"2247",94.92
"2248",94.94
"2249",94.96
"2250",94.98
"2251",95
"2252",95.02
"2253",95.04
"2254",95.06
"2255",95.08
"2256",95.1
"2257",95.12
"2258",95.14
"2259",95.16
"2260",95.18
"2261",95.2
"2262",95.22
"2263",95.24
"2264",95.26
"2265",95.28
"2266",95.3
"2267",95.32
"2268",95.34
"2269",95.36
"2270",95.38
"2271",95.4
"2272",95.42
"2273",95.44
"2274",95.46
"2275",95.48
"2276",95.5
"2277",95.52
"2278",95.54
"2279",95.56
"2280",95.58
"2281",95.6
"2282",95.62
"2283",95.64
"2284",95.66
"2285",95.68
"2286",95.7
"2287",95.72
"2288",95.74
"2289",95.76
"2290",95.78
"2291",95.8
"2292",95.82
"2293",95.84
"2294",95.86
"2295",95.88
"2296",95.9
"2297",95.92
"2298",95.94
"2299",95.96
"2300",95.98
"2301",96
"2302",96.02
"2303",96.04
"2304",96.06
"2305",96.08
"2306",96.1
"2307",96.12
"2308",96.14
"2309",96.16
"2310",96.18
"2311",96.2
"2312",96.22
"2313",96.24
"2314",96.26
"2315",96.28
"2316",96.3
"2317",96.32
"2318",96.34
"2319",96.36
"2320",96.38
"2321",96.4
"2322",96.42
"2323",96.44
"2324",96.46
"2325",96.48
"2326",96.5
"2327",96.52
"2328",96.54
"2329",96.56
"2330",96.58
"2331",96.6
"2332",96.62
"2333",96.64
"2334",96.66
"2335",96.68
"2336",96.7
"2337",96.72
"2338",96.74
"2339",96.76
"2340",96.78
"2341",96.8
"2342",96.82
"2343",96.84
"2344",96.86
"2345",96.88
"2346",96.9
"2347",96.92
"2348",96.94
"2349",96.96
"2350",96.98
"2351",97
"2352",97.02
"2353",97.04
"2354",97.06
"2355",97.08
"2356",97.1
"2357",97.12
"2358",97.14
"2359",97.16
"2360",97.18
"2361",97.2
"2362",97.22
"2363",97.24
"2364",97.26
"2365",97.28
"2366",97.3
"2367",97.32
"2368",97.34
"2369",97.36
"2370",97.38
"2371",97.4
"2372",97.42
"2373",97.44
"2374",97.46
"2375",97.48
"2376",97.5
"2377",97.52
"2378",97.54
"2379",97.56
"2380",97.58
"2381",97.6
"2382",97.62
"2383",97.64
"2384",97.66
"2385",97.68
"2386",97.7
"2387",97.72
"2388",97.74
"2389",97.76
"2390",97.78
"2391",97.8
"2392",97.82
"2393",97.84
"2394",97.86
"2395",97.88
"2396",97.9
"2397",97.92
"2398",97.94
"2399",97.96
"2400",97.98
"2401",98
"2402",98.02
"2403",98.04
"2404",98.06
"2405",98.08
"2406",98.1
"2407",98.12
"2408",98.14
"2409",98.16
"2410",98.18
"2411",98.2
"2412",98.22
"2413",98.24
"2414",98.26
"2415",98.28
"2416",98.3
"2417",98.32
"2418",98.34
"2419",98.36
"2420",98.38
"2421",98.4
"2422",98.42
"2423",98.44
"2424",98.46
"2425",98.48
"2426",98.5
"2427",98.52
"2428",98.54
"2429",98.56
"2430",98.58
"2431",98.6
"2432",98.62
"2433",98.64
"2434",98.66
"2435",98.68
"2436",98.7
"2437",98.72
"2438",98.74
"2439",98.76
"2440",98.78
"2441",98.8
"2442",98.82
"2443",98.84
"2444",98.86
"2445",98.88
"2446",98.9
"2447",98.92
"2448",98.94
"2449",98.96
"2450",98.98
"2451",99
"2452",99.02
"2453",99.04
"2454",99.06
"2455",99.08
"2456",99.1
"2457",99.12
"2458",99.14
"2459",99.16
"2460",99.18
"2461",99.2
"2462",99.22
"2463",99.24
"2464",99.26
"2465",99.28
"2466",99.3
"2467",99.32
"2468",99.34
"2469",99.36
"2470",99.38
"2471",99.4
"2472",99.42
"2473",99.44
"2474",99.46
"2475",99.48
"2476",99.5
"2477",99.52
"2478",99.54
"2479",99.56
"2480",99.58
"2481",99.6
"2482",99.62
"2483",99.64
"2484",99.66
"2485",99.68
"2486",99.7
"2487",99.72
"2488",99.74
"2489",99.76
"2490",99.78
"2491",99.8
"2492",99.82
"2493",99.84
"2494",99.86
"2495",99.88
"2496",99.9
"2497",99.92
"2498",99.94
"2499",99.96
"2500",99.98
"2501",100
